CID,BDATE,GEN
NASAW00019668,19840410,Male
NASAW00019669,19831025,Female
NASAW00019670,19830913,Male
NASAW00019671,19831230,Male
NASAW00019672,19501214,Female
NASAW00019673,19500813,Male
NASAW00019674,19510327,Female
NASAW00019675,19510907,Male
NASAW00019676,19520314,Female
NASAW00019677,19571115,Male
NASAW00019678,19770203,Male
NASAW00019679,19820307,Male
NASAW00019680,19770601,Female
NASAW00019681,19830906,Female
NASAW00019682,19780204,Male
NASAW00019683,19770706,Male
NASAW00019684,19750831,Female
NASAW00019685,19690913,Female
NASAW00019686,19691219,Male
NASAW00019687,19691129,Male
NASAW00019688,19610811,Male
NASAW00019689,19610908,Female
NASAW00019690,19450518,Male
NASAW00019691,19680831,Female
NASAW00019692,19690514,Male
NASAW00019693,19680626,Female
NASAW00019694,19680313,Female
NASAW00019695,19731214,Male
NASAW00019696,19670809,Male
NASAW00019697,19671125,Female
NASAW00019698,19671030,Female
NASAW00019699,19720508,Female
NASAW00019700,19720709,Male
NASAW00019701,19601218,Female
NASAW00019702,19610331,Male
NASAW00019703,19610331,Female
NASAW00019704,19601223,Male
NASAW00019705,19600829,Female
NASAW00019706,19610410,Male
NASAW00019707,19650719,Male
NASAW00019708,19410308,Female
NASAW00019709,19411117,Male
NASAW00019710,19660406,Female
NASAW00019711,19660525,Male
NASAW00019712,19660523,Male
NASAW00019713,19710805,Female
NASAW00019714,19710324,Female
NASAW00019715,19651205,Male
NASAW00019716,19650422,Male
NASAW00019717,19650802,Male
NASAW00019718,19591110,Female
NASAW00019719,19640216,Male
NASAW00019720,19590321,Female
NASAW00019721,19581010,Male
NASAW00019722,19640909,Male
NASAW00019723,19640805,Female
NASAW00019724,19640308,Male
NASAW00019725,19580403,Female
NASAW00019726,19421001,Male
NASAW00019727,19530921,Female
NASAW00019728,19440409,Male
NASAW00019729,19431030,Female
NASAW00019730,19440218,Male
NASAW00019731,19431219,Male
NASAW00019732,19500514,Male
NASAW00019733,19450419,Female
NASAW00019734,19441208,Female
NASAW00019735,19450412,Female
NASAW00019736,19450827,Female
NASAW00019737,19510816,Female
NASAW00019738,19460122,Male
NASAW00019739,19450801,Male
NASAW00019740,19460521,Female
NASAW00019741,19460521,Female
NASAW00019742,19461209,Female
NASAW00019743,19470207,Female
NASAW00019744,19470131,Female
NASAW00019745,19520914,Female
NASAW00019746,19520817,Female
NASAW00019747,19480617,Male
NASAW00019748,19511219,Male
NASAW00019749,19840315,Female
NASAW00019750,19821203,Male
NASAW00019751,19830103,Female
NASAW00019752,19590923,Female
NASAW00019753,19531118,Female
NASAW00019754,19830119,Male
NASAW00019755,19821222,Female
NASAW00019756,19830131,Male
NASAW00019757,19811106,Female
NASAW00019758,19820624,Male
NASAW00019759,19811004,Female
NASAW00019760,19811030,Female
NASAW00019761,19551209,Male
NASAW00019762,19610620,Male
NASAW00019763,19611005,Male
NASAW00019764,19561015,Male
NASAW00019765,19570315,Male
NASAW00019766,19570129,Male
NASAW00019767,19850813,Male
NASAW00019768,19860415,Male
NASAW00019769,19860124,Female
NASAW00019770,19630219,Female
NASAW00019771,19580108,Female
NASAW00019772,19650506,Male
NASAW00019773,19590908,Male
NASAW00019774,19810506,Female
NASAW00019775,19801023,Female
NASAW00019776,19801118,Female
NASAW00019777,19860515,Male
NASAW00019778,19810212,Female
NASAW00019779,19780710,Female
NASAW00019780,19790610,Female
NASAW00019781,19810930,Female
NASAW00019782,19601015,Male
NASAW00019783,19660504,Male
NASAW00019784,19610317,Female
NASAW00019785,19660709,Female
NASAW00019786,19620125,Female
NASAW00019787,19611226,Male
NASAW00019788,19670615,Female
NASAW00019789,19611008,Female
NASAW00019790,19620425,Female
NASAW00019791,19611006,Male
NASAW00019792,19630223,Female
NASAW00019793,19621119,Female
NASAW00019794,19681108,Male
NASAW00019795,19630713,Male
NASAW00019796,19640512,Male
NASAW00019797,19640523,Male
NASAW00019798,19700506,Female
NASAW00019799,19781215,Male
NASAW00019800,19780910,Female
NASAW00019801,19851004,Male
NASAW00019802,19800110,Female
NASAW00019803,19851004,Male
NASAW00019804,19850813,Male
NASAW00019805,19850802,Female
NASAW00019806,19790822,Female
NASAW00019807,19641021,Female
NASAW00019808,19710726,Female
NASAW00019809,19771020,Male
NASAW00019810,19630414,Male
NASAW00019811,19630421,Male
NASAW00019812,19680813,Female
NASAW00019813,19620716,Female
NASAW00019814,19620812,Male
NASAW00019815,19621006,Male
NASAW00019816,19681115,Male
NASAW00019817,19670805,Female
NASAW00019818,19610717,Female
NASAW00019819,19611109,Male
NASAW00019820,19610831,Female
NASAW00019821,19721208,Female
NASAW00019822,19760124,Male
NASAW00019823,19710426,Female
NASAW00019824,19701113,Male
NASAW00019825,19700813,Male
NASAW00019826,19750802,Male
NASAW00019827,19750308,Male
NASAW00019828,19690705,Female
NASAW00019829,19690302,Male
NASAW00019830,19731220,Female
NASAW00019831,19680220,Male
NASAW00019832,19780521,Female
NASAW00019833,19470822,Female
NASAW00019834,19480202,Male
NASAW00019835,19470709,Female
NASAW00019836,19480202,Male
NASAW00019837,19580904,Male
NASAW00019838,19480416,Male
NASAW00019839,19490119,Female
NASAW00019840,19490310,Female
NASAW00019841,19540930,Female
NASAW00019842,19481029,Female
NASAW00019843,19540616,Male
NASAW00019844,19490302,Female
NASAW00019845,19480807,Male
NASAW00019846,19490420,Male
NASAW00019847,19480825,Male
NASAW00019848,19480812,Male
NASAW00019849,19550412,Male
NASAW00019850,19500114,Male
NASAW00019851,19501202,Male
NASAW00019852,19510422,Male
NASAW00019853,19570809,Male
NASAW00019854,19520415,Female
NASAW00019855,19570222,Male
NASAW00019856,19511214,Female
NASAW00019857,19520312,Female
NASAW00019858,19520421,Female
NASAW00019859,19520108,Female
NASAW00019860,19530411,Female
NASAW00019861,19530303,Female
NASAW00019862,19540207,Female
NASAW00019863,19540313,Female
NASAW00019864,19540616,Male
NASAW00019865,19530804,Female
NASAW00019866,19531215,Male
NASAW00019867,19540619,Male
NASAW00019868,19540623,Male
NASAW00019869,19531118,Female
NASAW00019870,19601013,Male
NASAW00019871,19600313,Male
NASAW00019872,19660919,Female
NASAW00019873,19560131,Male
NASAW00019874,19660919,Female
NASAW00019875,19551116,Male
NASAW00019876,19551211,Male
NASAW00019877,19610419,Male
NASAW00019878,19560124,Female
NASAW00019879,19551114,Male
NASAW00019880,19551113,Female
NASAW00019881,19551019,Male
NASAW00019882,19551221,Male
NASAW00019883,19560416,Male
NASAW00019884,19620405,Male
NASAW00019885,19570321,Male
NASAW00019886,19570129,Male
NASAW00019887,19570616,Female
NASAW00019888,19560702,Male
NASAW00019889,19571219,Female
NASAW00019890,19630819,Male
NASAW00019891,19580516,Female
NASAW00019892,19571120,Male
NASAW00019893,19630218,Male
NASAW00019894,19580110,Male
NASAW00019895,19630219,Male
NASAW00019896,19630212,Female
NASAW00019897,19581005,Female
NASAW00019898,19631107,Female
NASAW00019899,19730912,Male
NASAW00019900,19620808,Female
NASAW00019901,19681019,Male
NASAW00019902,19620312,Male
NASAW00019903,19620603,Male
NASAW00019904,19610911,Female
NASAW00019905,19671018,Female
NASAW00019906,19611031,Male
NASAW00019907,19610403,Male
NASAW00019908,19610104,Female
NASAW00019909,19600905,Male
NASAW00019910,19601201,Male
NASAW00019911,19610115,Female
NASAW00019912,19770524,Female
NASAW00019913,19491203,Female
NASAW00019914,19491025,Male
NASAW00019915,19500320,Female
NASAW00019916,19500605,Female
NASAW00019917,19550204,Female
NASAW00019918,19491017,Female
NASAW00019919,19560717,Female
NASAW00019920,19511007,Female
NASAW00019921,19570201,Female
NASAW00019922,19600423,Female
NASAW00019923,19600502,Male
NASAW00019924,19650416,Male
NASAW00019925,19600513,Female
NASAW00019926,19591103,Female
NASAW00019927,19600123,Male
NASAW00019928,19650531,Female
NASAW00019929,19640912,Male
NASAW00019930,19590203,Male
NASAW00019931,19641118,Male
NASAW00019932,19690118,Male
NASAW00019933,19630212,Female
NASAW00019934,19561224,Male
NASAW00019935,19570620,Male
NASAW00019936,19610908,Male
NASAW00019937,19560618,Male
NASAW00019938,19560124,Female
NASAW00019939,19560202,Male
NASAW00019940,19710208,Female
NASAW00019941,19540908,Male
NASAW00019942,19600804,Male
NASAW00019943,19530826,Male
NASAW00019944,19540207,Male
NASAW00019945,19521219,Male
NASAW00019946,19521206,Female
NASAW00019947,19860522,Male
NASAW00019948,19810420,Female
NASAW00019949,19820625,Female
NASAW00019950,19810710,Male
NASAW00019951,19820123,Male
NASAW00019952,19800924,Female
NASAW00019953,19790823,Male
NASAW00019954,19800131,Male
NASAW00019955,19840508,Male
NASAW00019956,19841220,Female
NASAW00019957,19790916,Male
NASAW00019958,19841202,Female
NASAW00019959,19840307,Female
NASAW00019960,19780802,Male
NASAW00019961,19770804,Female
NASAW00019962,19790407,Male
NASAW00019963,19790520,Male
NASAW00019964,19781209,Female
NASAW00019965,19790513,Male
NASAW00019966,19830720,Female
NASAW00019967,19831029,Male
NASAW00019968,19830725,Female
NASAW00019969,19820321,Male
NASAW00019970,19780508,Female
NASAW00019971,19770101,Male
NASAW00019972,19821113,Female
NASAW00019973,19811011,Male
NASAW00019974,19760210,Male
NASAW00019975,19760315,Female
NASAW00019976,19751005,Female
NASAW00019977,19760408,Female
NASAW00019978,19761025,Male
NASAW00019979,19770622,Female
NASAW00019980,19700131,Female
NASAW00019981,19770915,Female
NASAW00019982,19770721,Male
NASAW00019983,19751117,Male
NASAW00019984,19751205,Female
NASAW00019985,19750324,Female
NASAW00019986,19800709,Female
NASAW00019987,19770115,Female
NASAW00019988,19820406,Male
NASAW00019989,19820109,Male
NASAW00019990,19770204,Male
NASAW00019991,19821014,Male
NASAW00019992,19761130,Female
NASAW00019993,19750520,Male
NASAW00019994,19791019,Female
NASAW00019995,19731007,Female
NASAW00019996,19790510,Male
NASAW00019997,19731204,Female
NASAW00019998,19781001,Female
NASAW00019999,19720715,Female
NASAW00020000,19811019,Male
NASAW00020001,19750705,Female
NASAW00020002,19751103,Female
NASAW00020003,19751219,Male
NASAW00020004,19760506,Female
NASAW00020005,19730414,Male
NASAW00020006,19730104,Female
NASAW00020007,19730302,Female
NASAW00020008,19770830,Male
NASAW00020009,19720131,Male
NASAW00020010,19830611,Male
NASAW00020011,19710830,Male
NASAW00020012,19771008,Female
NASAW00020013,19740831,Female
NASAW00020014,19800303,Female
NASAW00020015,19750520,Female
NASAW00020016,19710201,Female
NASAW00020017,19761011,Female
NASAW00020018,19700813,Female
NASAW00020019,19710420,Female
NASAW00020020,19700930,Female
NASAW00020021,19760624,Male
NASAW00020022,19701220,Female
NASAW00020023,19701222,Male
NASAW00020024,19700510,Male
NASAW00020025,19750919,Male
NASAW00020026,19700121,Female
NASAW00020027,19700616,Female
NASAW00020028,19700506,Female
NASAW00020029,19700423,Female
NASAW00020030,19690918,Male
NASAW00020031,19691108,Male
NASAW00020032,19750308,Male
NASAW00020033,19800412,Male
NASAW00020034,19740423,Male
NASAW00020035,19740225,Male
NASAW00020036,19791001,Female
NASAW00020037,19730907,Female
NASAW00020038,19731220,Female
NASAW00020039,19681005,Female
NASAW00020040,19681220,Female
NASAW00020041,19840424,Male
NASAW00020042,19791101,Male
NASAW00020043,19780222,Male
NASAW00020044,19781023,Female
NASAW00020045,19790503,Male
NASAW00020046,19790304,Male
NASAW00020047,19781022,Male
NASAW00020048,19780102,Female
NASAW00020049,19761220,Female
NASAW00020050,19770830,Female
NASAW00020051,19831016,Female
NASAW00020052,19770714,Male
NASAW00020053,19770915,Male
NASAW00020054,19780523,Male
NASAW00020055,19761030,Male
NASAW00020056,19770522,Male
NASAW00020057,19760714,Male
NASAW00020058,19760806,Male
NASAW00020059,19760705,Female
NASAW00020060,19770406,Female
NASAW00020061,19770326,Female
NASAW00020062,20800315,Male
NASAW00020063,19751129,Female
NASAW00020064,19821203,Female
NASAW00020065,19770522,Male
NASAW00020066,19850810,Male
NASAW00020067,19800408,Female
NASAW00020068,19791022,Female
NASAW00020069,19800124,Female
NASAW00020070,19711007,Male
NASAW00020071,19770130,Male
NASAW00020072,19711017,Female
NASAW00020073,19770102,Female
NASAW00020074,19590223,Male
NASAW00020075,19581115,Male
NASAW00020076,19581115,Female
NASAW00020077,19590505,Male
NASAW00020078,19641017,Male
NASAW00020079,19640503,Female
NASAW00020080,19691218,Female
NASAW00020081,19580717,Male
NASAW00020082,19580824,Female
NASAW00020083,19640610,Male
NASAW00020084,19690801,Male
NASAW00020085,19591026,Female
NASAW00020086,19710404,Male
NASAW00020087,19650210,Male
NASAW00020088,19650113,Male
NASAW00020089,19591103,Male
NASAW00020090,19600119,Male
NASAW00020091,19760513,Female
NASAW00020092,19591219,Male
NASAW00020093,19650409,Female
NASAW00020094,19610620,Female
NASAW00020095,19610331,Female
NASAW00020096,19601031,Male
NASAW00020097,19610303,Female
NASAW00020098,19730510,Female
NASAW00020099,19611001,Male
NASAW00020100,19610924,Male
NASAW00020101,19670122,Male
NASAW00020102,19611031,Female
NASAW00020103,19620613,Male
NASAW00020104,19630222,Male
NASAW00020105,19630223,Female
NASAW00020106,19630321,Female
NASAW00020107,19620905,Female
NASAW00020108,19691102,Male
NASAW00020109,19631231,Female
NASAW00020110,19630723,Male
NASAW00020111,19640319,Female
NASAW00020112,19631211,Female
NASAW00020113,19631122,Female
NASAW00020114,19640102,Male
NASAW00020115,19640711,Female
NASAW00020116,19640723,Female
NASAW00020117,19771107,Male
NASAW00020118,19780210,Female
NASAW00020119,19780924,Male
NASAW00020120,19790102,Male
NASAW00020121,19790101,Male
NASAW00020122,19790506,Male
NASAW00020123,19781003,Male
NASAW00020124,19790313,Female
NASAW00020125,19770319,Female
NASAW00020126,19770415,Male
NASAW00020127,19760816,Male
NASAW00020128,19761012,Male
NASAW00020129,19770417,Female
NASAW00020130,19770217,Male
NASAW00020131,19690810,Female
NASAW00020132,19680205,Female
NASAW00020133,19731006,Male
NASAW00020134,19670709,Male
NASAW00020135,19661203,Female
NASAW00020136,19721209,Female
NASAW00020137,19661108,Male
NASAW00020138,19401218,Female
NASAW00020139,19840807,Male
NASAW00020140,19640306,Male
NASAW00020141,19640610,Female
NASAW00020142,19620506,Female
NASAW00020143,19620331,Male
NASAW00020144,19611221,Male
NASAW00020145,19710419,Male
NASAW00020146,19510425,Female
NASAW00020147,19470108,Female
NASAW00020148,19471218,Male
NASAW00020149,19480401,Female
NASAW00020150,19480618,Male
NASAW00020151,19860405,Female
NASAW00020152,19860105,Male
NASAW00020153,19841121,Female
NASAW00020154,19840401,Male
NASAW00020155,19830406,Male
NASAW00020156,19821017,Male
NASAW00020157,19830409,Female
NASAW00020158,19840828,Male
NASAW00020159,19841201,Male
NASAW00020160,19840508,Male
NASAW00020161,19540616,Male
NASAW00020162,19490302,Female
NASAW00020163,19481029,Female
NASAW00020164,19490111,Male
NASAW00020165,19480920,Female
NASAW00020166,19670324,Female
NASAW00020167,19720108,Male
NASAW00020168,19660131,Female
NASAW00020169,19660325,Male
NASAW00020170,19651220,Male
NASAW00020171,19650325,Female
NASAW00020172,19701113,Female
NASAW00020173,19810501,Male
NASAW00020174,19781017,Male
NASAW00020175,19791001,Female
NASAW00020176,19860605,Male
NASAW00020177,19860505,Male
NASAW00020178,19850823,Female
NASAW00020179,19840401,Female
NASAW00020180,19671231,Female
NASAW00020181,19670917,Female
NASAW00020182,19671223,Female
NASAW00020183,19790504,Female
NASAW00020184,19661030,Female
NASAW00020185,19670305,Male
NASAW00020186,19670405,Male
NASAW00020187,19670308,Male
NASAW00020188,19670102,Female
NASAW00020189,19780219,Female
NASAW00020190,19730325,Female
NASAW00020191,19720907,Male
NASAW00020192,19730215,Female
NASAW00020193,19780611,Female
NASAW00020194,19660508,Male
NASAW00020195,19660409,Male
NASAW00020196,19660621,Male
NASAW00020197,19651219,Female
NASAW00020198,19650314,Female
NASAW00020199,19650326,Female
NASAW00020200,19640819,Male
NASAW00020201,19650214,Female
NASAW00020202,19650531,Female
NASAW00020203,19760318,Male
NASAW00020204,19700724,Female
NASAW00020205,19630808,Male
NASAW00020206,19631208,Female
NASAW00020207,19690421,Male
NASAW00020208,19631122,Male
NASAW00020209,19631207,Female
NASAW00020210,19640403,Female
NASAW00020211,19731112,Male
NASAW00020212,19750919,Female
NASAW00020213,19750809,Female
NASAW00020214,19740308,Female
NASAW00020215,19740531,Female
NASAW00020216,19731218,Male
NASAW00020217,19830907,Female
NASAW00020218,19780809,Male
NASAW00020219,19750420,Female
NASAW00020220,19750114,Female
NASAW00020221,19800511,Female
NASAW00020222,19781212,Female
NASAW00020223,19781004,Male
NASAW00020224,19720301,Male
NASAW00020225,19720430,Female
NASAW00020226,19711006,Female
NASAW00020227,19720507,Male
NASAW00020228,19711221,Male
NASAW00020229,19710224,Male
NASAW00020230,19760408,Male
NASAW00020231,19700809,Male
NASAW00020232,19691108,Male
NASAW00020233,19691005,Female
NASAW00020234,19700419,Male
NASAW00020235,19691120,Male
NASAW00020236,19680910,Male
NASAW00020237,19680818,Male
NASAW00020238,19730612,Female
NASAW00020239,19840621,Female
NASAW00020240,19660929,Female
NASAW00020241,19670131,Male
NASAW00020242,19370103,Male
NASAW00020243,19711219,Female
NASAW00020244,19711114,Female
NASAW00020245,19720206,Male
NASAW00020246,19770215,Female
NASAW00020247,19720123,Female
NASAW00020248,19650831,Female
NASAW00020249,19651231,Female
NASAW00020250,19651224,Male
NASAW00020251,19650801,Male
NASAW00020252,19710620,Male
NASAW00020253,19760409,Female
NASAW00020254,19701113,Female
NASAW00020255,19760801,Female
NASAW00020256,19750501,Male
NASAW00020257,19750722,Male
NASAW00020258,19791018,Female
NASAW00020259,19740924,Female
NASAW00020260,19671115,Male
NASAW00020261,19670923,Female
NASAW00020262,19671129,Male
NASAW00020263,19680614,Male
NASAW00020264,19721023,Male
NASAW00020265,19661104,Male
NASAW00020266,19720723,Female
NASAW00020267,19710805,Female
NASAW00020268,19710707,Male
NASAW00020269,19601023,Male
NASAW00020270,19811101,Male
NASAW00020271,19810818,Male
NASAW00020272,19801020,Male
NASAW00020273,19820427,Female
NASAW00020274,19811019,Male
NASAW00020275,19850705,Female
NASAW00020276,19860326,Female
NASAW00020277,19430125,Female
NASAW00020278,19830304,Female
NASAW00020279,19820711,Male
NASAW00020280,19850306,Male
NASAW00020281,19841025,Male
NASAW00020282,19440630,Female
NASAW00020283,19511205,Female
NASAW00020284,19481209,Female
NASAW00020285,19820420,Male
NASAW00020286,19820505,Male
NASAW00020287,19820520,Male
NASAW00020288,19810722,Male
NASAW00020289,19811209,Male
NASAW00020290,19820622,Male
NASAW00020291,19810502,Male
NASAW00020292,19850716,Male
NASAW00020293,19791102,Male
NASAW00020294,19850810,Male
NASAW00020295,19790503,Male
NASAW00020296,19780827,Male
NASAW00020297,19780910,Male
NASAW00020298,19780402,Male
NASAW00020299,19740506,Male
NASAW00020300,19731221,Male
NASAW00020301,19791019,Male
NASAW00020302,19791116,Male
NASAW00020303,19731023,Male
NASAW00020304,19850219,Male
NASAW00020305,19850624,Male
NASAW00020306,19850511,Male
NASAW00020307,19840919,Male
NASAW00020308,19850424,Male
NASAW00020309,19551108,Male
NASAW00020310,19841001,Male
NASAW00020311,19840810,Male
NASAW00020312,19831119,Male
NASAW00020313,19840510,Male
NASAW00020314,19530512,Male
NASAW00020315,19840222,Male
NASAW00020316,19520312,Female
NASAW00020317,19511119,Male
NASAW00020318,19821030,Female
NASAW00020319,19770505,Male
NASAW00020320,19770403,Female
NASAW00020321,19770401,Female
NASAW00020322,19681015,Female
NASAW00020323,19690331,Male
NASAW00020324,19740915,Female
NASAW00020325,19680719,Male
NASAW00020326,19690207,Female
NASAW00020327,19740408,Female
NASAW00020328,19800513,Female
NASAW00020329,19741208,Male
NASAW00020330,19730601,Male
NASAW00020331,19671204,Male
NASAW00020332,19671030,Male
NASAW00020333,19680416,Female
NASAW00020334,19730510,Male
NASAW00020335,19671102,Male
NASAW00020336,19731206,Male
NASAW00020337,19790402,Male
NASAW00020338,19670720,Female
NASAW00020339,19680123,Female
NASAW00020340,19670924,Female
NASAW00020341,19660821,Male
NASAW00020342,19660913,Female
NASAW00020343,19661130,Female
NASAW00020344,19670414,Female
NASAW00020345,19720714,Female
NASAW00020346,19661003,Female
NASAW00020347,19780312,Female
NASAW00020348,19830907,Female
NASAW00020349,19610610,Female
NASAW00020350,19600801,Female
NASAW00020351,19601220,Female
NASAW00020352,19601106,Female
NASAW00020353,19600414,Female
NASAW00020354,19600501,
NASAW00020355,19591029,
NASAW00020356,19410104,
NASAW00020357,19410128,
NASAW00020358,19460910,
NASAW00020359,19400831,
NASAW00020360,19401020,
NASAW00020361,19420402,
NASAW00020362,19420614,
NASAW00020363,19410902,
NASAW00020364,19410826,
NASAW00020365,19660124,
NASAW00020366,19710831,
NASAW00020367,19760816,
NASAW00020368,19600304,
NASAW00020369,19650819,
NASAW00020370,19600129,
NASAW00020371,19590817,
NASAW00020372,19651018,
NASAW00020373,19650113,
NASAW00020374,19591213,
NASAW00020375,19580914,
NASAW00020376,19590515,
NASAW00020377,19580924,
NASAW00020378,19480921,
NASAW00020379,19430518,
NASAW00020380,19480131,
NASAW00020381,19431205,
NASAW00020382,19440323,
NASAW00020383,19450302,
NASAW00020384,19440811,
NASAW00020385,19450416,
NASAW00020386,19450520,
NASAW00020387,19460512,
NASAW00020388,19460504,
NASAW00020389,19450804,
NASAW00020390,19450811,
NASAW00020391,19451117,
NASAW00020392,19450908,
NASAW00020393,19450910,
NASAW00020394,19461013,
NASAW00020395,19580207,
NASAW00020396,19461121,
NASAW00020397,19470323,
NASAW00020398,19461129,
NASAW00020399,19471214,
NASAW00020400,19480320,
NASAW00020401,19471009,
NASAW00020402,19520112,
NASAW00020403,19510810,
NASAW00020404,19540207,
NASAW00020405,19831231,
NASAW00020406,19530804,
NASAW00020407,19650520,
NASAW00020408,19830114,
NASAW00020409,19830517,
NASAW00020410,19821210,
NASAW00020411,19821203,
NASAW00020412,19830422,
NASAW00020413,19811103,
NASAW00020414,19820523,
NASAW00020415,19541214,
NASAW00020416,19601218,
NASAW00020417,19550811,
NASAW00020418,19551011,
NASAW00020419,19620404,
NASAW00020420,19560803,
NASAW00020421,19860115,
NASAW00020422,19860214,
NASAW00020423,19631007,
NASAW00020424,19570712,
NASAW00020425,19631114,
NASAW00020426,19580403,
NASAW00020427,19581005,
NASAW00020428,19590101,
NASAW00020429,19581023,
NASAW00020430,19590804,
NASAW00020431,19810607,
NASAW00020432,19800819,
NASAW00020433,19801224,
NASAW00020434,19810411,
NASAW00020435,19810525,
NASAW00020436,19801023,
NASAW00020437,19810410,
NASAW00020438,19810620,
NASAW00020439,19840331,
NASAW00020440,19840522,
NASAW00020441,19841016,
NASAW00020442,19780715,
NASAW00020443,19811006,
NASAW00020444,19660909,
NASAW00020445,19661015,
NASAW00020446,19600806,
NASAW00020447,19610830,
NASAW00020448,19670218,
NASAW00020449,19811005,
NASAW00020450,19620810,
NASAW00020451,19621112,
NASAW00020452,19740406,
NASAW00020453,19690913,
NASAW00020454,19631207,
NASAW00020455,19691201,
NASAW00020456,19630810,
NASAW00020457,19850407,
NASAW00020458,19800513,
NASAW00020459,19800405,
NASAW00020460,19750919,
NASAW00020461,19711219,
NASAW00020462,19720221,
NASAW00020463,19630223,
NASAW00020464,19620723,
NASAW00020465,19680605,
NASAW00020466,19680201,
NASAW00020467,19611130,
NASAW00020468,19611203,
NASAW00020469,19610831,
NASAW00020470,19670823,
NASAW00020471,19370704,
NASAW00020472,19760117,
NASAW00020473,19701001,
NASAW00020474,19760401,
NASAW00020475,19710326,
NASAW00020476,19710306,
NASAW00020477,19700817,
NASAW00020478,19751031,
NASAW00020479,19750517,
NASAW00020480,19730520,
NASAW00020481,19730303,
NASAW00020482,19730418,
NASAW00020483,19670907,
NASAW00020484,19470822,
NASAW00020485,19590108,
NASAW00020486,19480309,
NASAW00020487,19470901,
NASAW00020488,19470912,
NASAW00020489,19531004,
NASAW00020490,19480929,
NASAW00020491,19480710,
NASAW00020492,19480812,
NASAW00020493,19540207,
NASAW00020494,19591208,
NASAW00020495,19490310,
NASAW00020496,19490303,
NASAW00020497,19490901,
NASAW00020498,19491108,
NASAW00020499,19551221,
NASAW00020500,19491024,
NASAW00020501,19500316,
NASAW00020502,19491024,
NASAW00020503,19500831,
NASAW00020504,19510306,
NASAW00020505,19501107,
NASAW00020506,19501013,
NASAW00020507,19610811,
NASAW00020508,19510406,
NASAW00020509,19501019,
NASAW00020510,19520507,
NASAW00020511,19520417,
NASAW00020512,19520905,
NASAW00020513,19520802,
NASAW00020514,19521031,
NASAW00020515,19520923,
NASAW00020516,19530129,
NASAW00020517,19530609,
NASAW00020518,19581020,
NASAW00020519,19530819,
NASAW00020520,19531209,
NASAW00020521,19540111,
NASAW00020522,19540607,
NASAW00020523,19531108,
NASAW00020524,19600401,
NASAW00020525,19600818,
NASAW00020526,19600523,
NASAW00020527,19540915,
NASAW00020528,19560403,
NASAW00020529,19560526,
NASAW00020530,19551001,
NASAW00020531,19550922,
NASAW00020532,19610419,
NASAW00020533,19560306,
NASAW00020534,19660906,
NASAW00020535,19720205,
NASAW00020536,19550810,
NASAW00020537,19551112,
NASAW00020538,19620812,
NASAW00020539,19570320,
NASAW00020540,19561218,
NASAW00020541,19570301,
NASAW00020542,19561104,
NASAW00020543,19620212,
NASAW00020544,19580425,
NASAW00020545,19580218,
NASAW00020546,19580425,
NASAW00020547,19590307,
NASAW00020548,19630502,
NASAW00020549,19621106,
NASAW00020550,19791213,
NASAW00020551,19621105,
NASAW00020552,19680217,
NASAW00020553,19620524,
NASAW00020554,19610911,
NASAW00020555,19620312,
NASAW00020556,19671129,
NASAW00020557,19620212,
NASAW00020558,19611201,
NASAW00020559,19610418,
NASAW00020560,19771201,
NASAW00020561,19601119,
NASAW00020562,19660909,
NASAW00020563,19500222,
NASAW00020564,19500427,
NASAW00020565,19491108,
NASAW00020566,19500811,
NASAW00020567,19620208,
NASAW00020568,19511216,
NASAW00020569,19571115,
NASAW00020570,19570807,
NASAW00020571,19520410,
NASAW00020572,19590121,
NASAW00020573,19750517,
NASAW00020574,19600513,
NASAW00020575,19590912,
NASAW00020576,19591224,
NASAW00020577,19600526,
NASAW00020578,19580829,
NASAW00020579,19640829,
NASAW00020580,19630312,
NASAW00020581,19580515,
NASAW00020582,19580506,
NASAW00020583,19730912,
NASAW00020584,19561023,
NASAW00020585,19620515,
NASAW00020586,19611013,
NASAW00020587,19560425,
NASAW00020588,19550922,
NASAW00020589,19550527,
NASAW00020590,19540916,
NASAW00020591,19540913,
NASAW00020592,19550321,
NASAW00020593,19540422,
NASAW00020594,19530920,
NASAW00020595,19531030,
NASAW00020596,19540214,
NASAW00020597,19530424,
NASAW00020598,19521117,
NASAW00020599,19521209,
NASAW00020600,19860124,
NASAW00020601,19811006,
NASAW00020602,19820224,
NASAW00020603,19810702,
NASAW00020604,19791011,
NASAW00020605,19860130,
NASAW00020606,19800123,
NASAW00020607,19800417,
NASAW00020608,19790518,
NASAW00020609,19781003,
NASAW00020610,19840306,
NASAW00020611,19790418,
NASAW00020612,19781029,
NASAW00020613,19790413,
NASAW00020614,19790102,
NASAW00020615,19790420,
NASAW00020616,19780812,
NASAW00020617,19830525,
NASAW00020618,19770111,
NASAW00020619,19761107,
NASAW00020620,19760803,
NASAW00020621,19770805,
NASAW00020622,19771231,
NASAW00020623,19771129,
NASAW00020624,19761012,
NASAW00020625,19820509,
NASAW00020626,19820210,
NASAW00020627,19750930,
NASAW00020628,19811121,
NASAW00020629,19750830,
NASAW00020630,19750912,
NASAW00020631,19760414,
NASAW00020632,19750802,
NASAW00020633,19690807,
NASAW00020634,19700204,
NASAW00020635,19691106,
NASAW00020636,19750501,
NASAW00020637,19611208,
